employee_id,name,hire_date,exit_date,status,department,role_family,role_level,job_title,salary,compa_ratio,gender,age_band,cultural_background,contract_type,hipo_flag,promotion_eligible,manager_id,hire_source,legacy_entity_code,data_source_system,days_to_fill,tenure_months,acting_appointment
E00796,Gabriella Gutierrez,1991-02-06,2024-05-23,departed,Retail Banking,Client-Advisory,3,"Senior Manager, Retail Banking",173000.0,0.86,Female,60+,Anglo-Australian,Full-time,False,False,E11308,agency,NovaCorp-Origin,WorkdayHR,59.0,405,False
E00797,Xavier Williams,1991-02-07,,active,Technology,Client-Advisory,3,"Senior Manager, Technology",184000.0,0.94,Male,60+,South Asian,Full-time,False,False,E04525,referral,NovaCorp-Origin,WorkdayHR,85.0,424,False
E00798,Kyle Davis,1991-02-08,,active,Technology,Client-Advisory,2,"Manager, Technology",123900.0,0.85,Male,60+,Anglo-Australian,Full-time,False,False,E00857,direct,NovaCorp-Origin,WorkdayHR,40.0,424,False
E00799,Christina Garcia,1991-02-09,,active,Corporate Operations,Operations-Processing,2,"Manager, Corporate Operations",140400.0,0.97,Female,55-59,Anglo-Australian,Full-time,False,False,E00440,agency,NovaCorp-Origin,WorkdayHR,42.0,424,False
E00800,Justin Lester,1991-02-10,,active,Technology,Operations-Processing,2,"Manager, Technology",122900.0,0.85,Male,55-59,European (non-Anglo),Full-time,False,False,E09447,agency,NovaCorp-Origin,WorkdayHR,87.0,424,False
E00801,Amy Romero,1991-02-12,,active,Retail Banking,Technology,3,"Senior Manager, Retail Banking",178100.0,0.89,Female,60+,Prefer not to say,Part-time,False,False,E09988,referral,NovaCorp-Origin,WorkdayHR,36.0,424,False
E00802,Kristen Potts,1991-02-14,,active,Retail Banking,Technology,2,"Manager, Retail Banking",124500.0,0.86,Female,60+,Pacific Islander,Casual,False,True,E01496,acquisition,NovaCorp-Origin,WorkdayHR,26.0,424,False
E00803,Steven Simmons,1991-02-15,,active,Wealth Management,Client-Advisory,3,"Senior Manager, Wealth Management",170300.0,0.85,Male,60+,Anglo-Australian,Full-time,False,True,E01163,agency,NovaCorp-Origin,WorkdayHR,83.0,424,False
E00805,Joseph Haley,1991-02-16,,active,Risk & Compliance,Operations-Processing,2,"Manager, Risk & Compliance",126100.0,0.87,Male,55-59,Anglo-Australian,Full-time,False,False,E01458,direct,NovaCorp-Origin,WorkdayHR,40.0,424,False
E00806,Katie Peterson,1991-02-16,2025-03-31,departed,Technology,Operations-Processing,2,"Manager, Technology",123800.0,0.85,Female,60+,Anglo-Australian,Full-time,False,True,E13889,agency,NovaCorp-Origin,WorkdayHR,50.0,415,False
E00807,Justin Saunders,1991-02-16,2024-12-31,departed,Insurance,Technology,3,"Senior Manager, Insurance",173200.0,0.91,Male,60+,East Asian,Full-time,False,True,E07539,referral,NovaCorp-Origin,WorkdayHR,15.0,412,False
E00808,Jimmy Meyer,1991-02-19,,active,Corporate Operations,Risk-Compliance,2,"Manager, Corporate Operations",129300.0,0.89,Male,60+,South Asian,Full-time,False,False,E04998,agency,NovaCorp-Origin,WorkdayHR,60.0,424,False
E00809,Rhonda Medina,1991-02-21,,active,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",118600.0,0.82,Female,55-59,Anglo-Australian,Part-time,False,False,E06246,agency,NovaCorp-Origin,WorkdayHR,21.0,424,False
E00810,Christopher Newton,1991-02-21,2025-10-31,departed,Technology,Technology,3,"Senior Manager, Technology",183200.0,0.88,Male,60+,East Asian,Part-time,False,False,E10628,direct,NovaCorp-Origin,WorkdayHR,45.0,422,False
E00811,George Welch,1991-02-24,2024-02-29,departed,Risk & Compliance,Technology,3,"Senior Manager, Risk & Compliance",187800.0,0.94,Male,50-54,East Asian,Casual,False,False,E07084,direct,NovaCorp-Origin,WorkdayHR,70.0,401,False
E00812,Julie Freeman,1991-02-25,,active,Wealth Management,Management,3,"Senior Manager, Wealth Management",172300.0,0.86,Non-binary,55-59,Anglo-Australian,Full-time,False,True,E05287,referral,NovaCorp-Origin,WorkdayHR,44.0,424,False
E00813,Ryan Cannon,1991-02-25,,active,Technology,Operations-Processing,2,"Manager, Technology",115100.0,0.79,Male,60+,Anglo-Australian,Full-time,False,False,E12183,agency,NovaCorp-Origin,WorkdayHR,44.0,424,False
E00814,Michael Pearson,1991-02-27,,active,Wealth Management,Client-Advisory,3,"Senior Manager, Wealth Management",238700.0,0.97,Male,60+,Middle Eastern,Full-time,False,False,E09814,agency,NovaCorp-Origin,WorkdayHR,66.0,424,False
E00815,Brandon Graves,1991-02-27,2024-09-30,departed,Risk & Compliance,Operations-Processing,3,"Senior Manager, Risk & Compliance",188600.0,0.94,Male,60+,Anglo-Australian,Fixed-term,False,True,E10053,agency,NovaCorp-Origin,WorkdayHR,40.0,408,False
E00816,Alejandro Wilson,1991-03-05,,active,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",129300.0,0.89,Male,60+,Anglo-Australian,Part-time,False,False,E08951,direct,NovaCorp-Origin,WorkdayHR,44.0,424,False
E00817,Michael Parker,1991-03-06,,active,Technology,Corporate-Support,4,"Director, Technology",332600.0,0.96,Male,60+,Anglo-Australian,Full-time,False,True,E05886,agency,NovaCorp-Origin,WorkdayHR,84.0,423,False
E00819,Melanie Ramos,1991-03-09,2024-03-15,departed,Technology,Client-Advisory,3,"Senior Manager, Technology",205800.0,1.05,Female,60+,Anglo-Australian,Full-time,False,False,E10847,direct,NovaCorp-Origin,WorkdayHR,38.0,402,False
E00820,Brittney Wheeler,1991-03-13,,active,Corporate Operations,Corporate-Support,2,"Manager, Corporate Operations",120500.0,0.83,Female,55-59,Anglo-Australian,Full-time,False,False,E01919,direct,NovaCorp-Origin,WorkdayHR,79.0,423,False
E00821,Mary Trujillo,1991-03-15,,active,Corporate Operations,Management,2,"Manager, Corporate Operations",118400.0,0.82,Female,55-59,Anglo-Australian,Full-time,False,False,E00557,acquisition,NovaCorp-Origin,WorkdayHR,75.0,423,False
E00822,Brenda Smith,1991-03-15,,active,Technology,Management,2,"Manager, Technology",124600.0,0.86,Prefer not to say,60+,Anglo-Australian,Full-time,False,False,E10847,agency,NovaCorp-Origin,WorkdayHR,31.0,423,False
E00823,Brandon Estes,1991-03-22,,active,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",120300.0,0.83,Male,50-54,European (non-Anglo),Full-time,False,False,E02415,graduate,NovaCorp-Origin,WorkdayHR,18.0,423,False
E00824,Rachel Sandoval,1991-03-23,,active,Wealth Management,Risk-Compliance,2,"Manager, Wealth Management",132800.0,0.92,Female,55-59,Anglo-Australian,Full-time,False,False,E13827,acquisition,NovaCorp-Origin,WorkdayHR,64.0,423,False
E00825,Lisa Price,1991-03-24,,active,Technology,Management,2,"Manager, Technology",123400.0,0.85,Female,55-59,Pacific Islander,Full-time,False,True,E09653,referral,NovaCorp-Origin,WorkdayHR,78.0,423,False
E00826,Shane James,1991-03-25,,active,Corporate Operations,Management,2,"Manager, Corporate Operations",122600.0,0.85,Male,60+,Anglo-Australian,Full-time,False,False,E11327,direct,NovaCorp-Origin,WorkdayHR,61.0,423,False
E00827,Raymond Parks,1991-03-26,,active,Retail Banking,Technology,2,"Manager, Retail Banking",120900.0,0.83,Male,55-59,European (non-Anglo),Full-time,False,False,E07233,direct,NovaCorp-Origin,WorkdayHR,14.0,423,False
E00828,Cheryl Summers,1991-03-27,,active,Risk & Compliance,Client-Advisory,2,"Manager, Risk & Compliance",119200.0,0.82,Female,55-59,Prefer not to say,Full-time,False,False,E02317,agency,NovaCorp-Origin,WorkdayHR,64.0,423,False
E00829,Susan Banks,1991-03-30,2025-03-29,departed,Wealth Management,Management,3,"Senior Manager, Wealth Management",175400.0,0.88,Female,60+,Anglo-Australian,Full-time,True,True,E09938,direct,NovaCorp-Origin,WorkdayHR,64.0,413,False
E00830,Nicholas Keith,1991-03-31,,active,Insurance,Client-Advisory,3,"Senior Manager, Insurance",229800.0,0.92,Male,60+,Anglo-Australian,Full-time,False,False,E05512,acquisition,NovaCorp-Origin,WorkdayHR,78.0,423,False
E00831,Melissa Simmons,1991-04-01,,active,Retail Banking,Management,2,"Manager, Retail Banking",133100.0,0.92,Female,60+,Anglo-Australian,Full-time,False,False,E00746,agency,NovaCorp-Origin,WorkdayHR,26.0,423,False
E00832,Christopher Anderson,1991-04-01,,active,Insurance,Management,3,"Senior Manager, Insurance",236900.0,0.99,Male,60+,South Asian,Full-time,False,False,E00321,graduate,NovaCorp-Origin,WorkdayHR,45.0,423,False
E00833,Michael Fuller,1991-04-01,,active,Insurance,Technology,3,"Senior Manager, Insurance",211000.0,0.85,Male,55-59,Prefer not to say,Full-time,False,False,E12890,direct,NovaCorp-Origin,WorkdayHR,83.0,423,False
E00834,Janice Holmes,1991-04-02,2024-12-20,departed,Retail Banking,Technology,3,"Senior Manager, Retail Banking",180900.0,0.9,Female,60+,South Asian,Full-time,False,False,E06226,acquisition,NovaCorp-Origin,WorkdayHR,22.0,410,False
E00835,Amy Rodriguez,1991-04-11,2024-05-26,departed,Wealth Management,Corporate-Support,3,"Senior Manager, Wealth Management",183600.0,0.92,Female,60+,Anglo-Australian,Casual,False,False,E06695,agency,NovaCorp-Origin,WorkdayHR,55.0,403,False
E00836,Luis Jones,1991-04-11,2024-02-15,departed,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",126400.0,0.87,Male,50-54,Southeast Asian,Full-time,False,False,E00774,agency,NovaCorp-Origin,WorkdayHR,44.0,399,False
E00837,Daniel Campbell,1991-04-13,,active,Technology,Technology,2,"Manager, Technology",125800.0,0.87,Male,60+,East Asian,Casual,False,True,E05341,agency,NovaCorp-Origin,WorkdayHR,20.0,422,False
E00838,Mrs. Stephanie Martinez,1991-04-14,,active,Retail Banking,Risk-Compliance,3,"Senior Manager, Retail Banking",186700.0,0.93,Female,60+,Pacific Islander,Full-time,True,False,E08120,direct,NovaCorp-Origin,WorkdayHR,36.0,422,False
E00839,Dale Johnson,1991-04-15,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",132900.0,0.92,Male,55-59,Anglo-Australian,Full-time,False,True,E09396,direct,NovaCorp-Origin,WorkdayHR,28.0,422,False
E00842,Jordan Ewing,1991-04-19,,active,Insurance,Operations-Processing,2,"Manager, Insurance",119100.0,0.82,Female,60+,Anglo-Australian,Full-time,False,False,E01069,agency,NovaCorp-Origin,WorkdayHR,79.0,422,False
E00843,Erica Lopez,1991-04-21,,active,Risk & Compliance,Management,3,"Senior Manager, Risk & Compliance",184400.0,0.92,Female,60+,Anglo-Australian,Full-time,False,False,E09659,agency,NovaCorp-Origin,WorkdayHR,85.0,422,False
E00844,Matthew Cook,1991-04-22,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",145100.0,1.0,Male,55-59,East Asian,Full-time,False,True,E11407,referral,NovaCorp-Origin,WorkdayHR,25.0,422,False
E00845,Christopher Cordova,1991-04-23,,active,Risk & Compliance,Technology,3,"Senior Manager, Risk & Compliance",180100.0,0.9,Male,60+,South Asian,Full-time,False,True,E04166,agency,NovaCorp-Origin,WorkdayHR,50.0,422,False
E00846,David Mcdowell,1991-04-23,,active,Retail Banking,Operations-Processing,2,"Manager, Retail Banking",125100.0,0.86,Male,60+,Anglo-Australian,Casual,False,False,E06696,agency,NovaCorp-Origin,WorkdayHR,25.0,422,False
E00847,Kelly Lawrence,1991-04-25,,active,Technology,Operations-Processing,2,"Manager, Technology",128700.0,0.89,Female,55-59,Anglo-Australian,Full-time,False,True,E10847,acquisition,NovaCorp-Origin,WorkdayHR,84.0,422,False
E00848,Stacy Taylor,1991-04-29,,active,Executive Leadership,Technology,2,"Manager, Executive Leadership",130000.0,0.9,Female,60+,East Asian,Casual,False,False,E02355,graduate,NovaCorp-Origin,WorkdayHR,59.0,422,False
E00849,Sierra Martin,1991-04-29,2024-12-13,departed,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",127400.0,0.88,Female,55-59,Anglo-Australian,Full-time,True,False,E13072,agency,NovaCorp-Origin,WorkdayHR,37.0,409,False
E00850,James Smith,1991-04-30,,active,Risk & Compliance,Management,2,"Manager, Risk & Compliance",116000.0,0.8,Male,60+,South Asian,Full-time,False,False,E07084,referral,NovaCorp-Origin,WorkdayHR,51.0,422,False
E00851,Jordan Wagner,1991-05-02,,active,Corporate Operations,Technology,3,"Senior Manager, Corporate Operations",204900.0,1.0,Male,60+,Anglo-Australian,Part-time,False,False,E05009,referral,NovaCorp-Origin,WorkdayHR,45.0,422,False
E00852,Benjamin Reilly,1991-05-02,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",129800.0,0.9,Male,55-59,South Asian,Full-time,False,False,E03666,agency,NovaCorp-Origin,WorkdayHR,46.0,422,False
E00853,Anthony Fisher,1991-05-03,,active,Risk & Compliance,Client-Advisory,2,"Manager, Risk & Compliance",127400.0,0.88,Male,55-59,East Asian,Full-time,False,False,E07243,graduate,NovaCorp-Origin,WorkdayHR,20.0,422,False
E00854,Emily Williams,1991-05-04,,active,Insurance,Technology,2,"Manager, Insurance",127600.0,0.88,Female,60+,Middle Eastern,Full-time,False,True,E00855,referral,NovaCorp-Origin,WorkdayHR,32.0,422,False
E00855,Bryan Sanchez,1991-05-08,,active,Insurance,Management,3,"Senior Manager, Insurance",187500.0,1.03,Non-binary,60+,Anglo-Australian,Full-time,False,False,E08842,graduate,NovaCorp-Origin,WorkdayHR,22.0,421,False
E00857,David Thompson,1991-05-14,,active,Technology,Corporate-Support,3,"Senior Manager, Technology",188200.0,0.96,Male,60+,South Asian,Full-time,False,False,E10628,agency,NovaCorp-Origin,WorkdayHR,84.0,421,False
E00858,Johnny Harper,1991-05-19,,active,Wealth Management,Corporate-Support,2,"Manager, Wealth Management",121200.0,0.84,Male,50-54,East Asian,Fixed-term,False,False,E00814,agency,NovaCorp-Origin,WorkdayHR,22.0,421,False
E00859,Clarence Manning,1991-05-19,,active,Technology,Operations-Processing,2,"Manager, Technology",134200.0,0.93,Male,55-59,Anglo-Australian,Full-time,False,False,E00797,graduate,NovaCorp-Origin,WorkdayHR,27.0,421,False
E00860,Bobby Wolf,1991-05-21,,active,Risk & Compliance,Client-Advisory,2,"Manager, Risk & Compliance",129300.0,0.89,Male,60+,South Asian,Full-time,False,False,E01190,agency,NovaCorp-Origin,WorkdayHR,50.0,421,False
E00861,Megan Buchanan,1991-05-22,2024-03-26,departed,Corporate Operations,Management,2,"Manager, Corporate Operations",120600.0,0.83,Female,60+,Anglo-Australian,Casual,False,False,E01502,graduate,NovaCorp-Origin,WorkdayHR,41.0,399,False
E00863,Billy Velazquez,1991-05-27,,active,Technology,Technology,3,"Senior Manager, Technology",185200.0,0.93,Male,60+,Anglo-Australian,Full-time,False,True,E08583,referral,NovaCorp-Origin,WorkdayHR,15.0,421,False
E00864,Roger Perry,1991-05-29,,active,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",131800.0,0.91,Male,55-59,Anglo-Australian,Full-time,False,False,E01857,agency,NovaCorp-Origin,WorkdayHR,73.0,421,False
E00865,Vanessa Barrett,1991-05-29,,active,Risk & Compliance,Technology,2,"Manager, Risk & Compliance",115100.0,0.79,Female,55-59,Maori/Aboriginal & Torres Strait Islander,Full-time,False,False,E00387,agency,NovaCorp-Origin,WorkdayHR,41.0,421,True
E00866,Stephanie Jensen,1991-05-30,,active,Retail Banking,Technology,2,"Manager, Retail Banking",120100.0,0.83,Female,60+,Southeast Asian,Full-time,False,False,E14236,direct,NovaCorp-Origin,WorkdayHR,33.0,421,False
E00867,Deanna Wright,1991-06-04,,active,Technology,Operations-Processing,2,"Manager, Technology",123900.0,0.85,Female,55-59,Anglo-Australian,Full-time,False,True,E13720,agency,NovaCorp-Origin,WorkdayHR,26.0,420,False
E00868,Max Miller,1991-06-06,2024-11-06,departed,Technology,Risk-Compliance,2,"Manager, Technology",121300.0,0.84,Male,55-59,South Asian,Full-time,True,False,E05282,agency,NovaCorp-Origin,WorkdayHR,80.0,406,False
E00869,Katherine Martinez,1991-06-06,,active,Technology,Risk-Compliance,2,"Manager, Technology",133900.0,0.92,Female,60+,Anglo-Australian,Full-time,False,True,E00399,agency,NovaCorp-Origin,WorkdayHR,43.0,420,False
E00870,Ernest Kennedy,1991-06-08,,active,Technology,Management,2,"Manager, Technology",117800.0,0.81,Male,60+,Anglo-Australian,Full-time,False,False,E01855,direct,NovaCorp-Origin,WorkdayHR,79.0,420,False
E00872,Joshua Reed,1991-06-09,,active,Technology,Corporate-Support,2,"Manager, Technology",130700.0,0.9,Male,60+,Anglo-Australian,Part-time,False,False,E01617,referral,NovaCorp-Origin,WorkdayHR,71.0,420,False
E00873,Andrea Anderson,1991-06-11,,active,Retail Banking,Management,2,"Manager, Retail Banking",116800.0,0.81,Female,55-59,Prefer not to say,Full-time,False,False,E09127,acquisition,NovaCorp-Origin,WorkdayHR,86.0,420,True
E00874,Calvin Bowers,1991-06-16,2024-11-29,departed,Technology,Technology,2,"Manager, Technology",139300.0,0.96,Male,60+,Southeast Asian,Full-time,False,True,E03511,agency,NovaCorp-Origin,WorkdayHR,69.0,407,False
E00875,Bethany Gonzalez,1991-06-17,2025-10-31,departed,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",135300.0,0.93,Female,50-54,Anglo-Australian,Fixed-term,False,True,E01657,agency,NovaCorp-Origin,WorkdayHR,86.0,418,False
E00876,Robert Hopkins,1991-06-17,,active,Insurance,Corporate-Support,2,"Manager, Insurance",122800.0,0.85,Male,50-54,South Asian,Full-time,False,False,E11584,graduate,NovaCorp-Origin,WorkdayHR,41.0,420,False
E00877,Tyler Mooney,1991-06-23,,active,Insurance,Management,3,"Senior Manager, Insurance",189200.0,0.95,Male,60+,Middle Eastern,Full-time,False,False,E12553,direct,NovaCorp-Origin,WorkdayHR,42.0,420,False
E00878,Kevin West,1991-06-23,,active,Technology,Corporate-Support,2,"Manager, Technology",116300.0,0.8,Male,60+,Anglo-Australian,Full-time,False,True,E06460,agency,NovaCorp-Origin,WorkdayHR,87.0,420,False
E00879,Mason Lewis,1991-06-24,,active,Technology,Technology,3,"Senior Manager, Technology",219600.0,0.91,Male,60+,Anglo-Australian,Full-time,False,False,E08830,direct,NovaCorp-Origin,WorkdayHR,55.0,420,False
E00880,Lori Howard,1991-06-27,,active,Wealth Management,Management,3,"Senior Manager, Wealth Management",206800.0,0.94,Female,55-59,East Asian,Casual,False,False,E01163,agency,NovaCorp-Origin,WorkdayHR,56.0,420,False
E00881,Tabitha Zhang,1991-06-28,,active,Retail Banking,Risk-Compliance,2,"Manager, Retail Banking",135200.0,0.93,Female,60+,South Asian,Fixed-term,False,False,E00526,referral,NovaCorp-Origin,WorkdayHR,65.0,420,False
E00882,Elizabeth Williams,1991-06-28,,active,Risk & Compliance,Management,2,"Manager, Risk & Compliance",131800.0,0.91,Female,60+,Anglo-Australian,Full-time,False,True,E05745,agency,NovaCorp-Origin,WorkdayHR,33.0,420,False
E00883,Alexis Jones,1991-06-29,,active,Corporate Operations,Risk-Compliance,2,"Manager, Corporate Operations",117800.0,0.81,Female,55-59,Maori/Aboriginal & Torres Strait Islander,Full-time,False,False,E11059,referral,NovaCorp-Origin,WorkdayHR,23.0,420,False
E00884,Renee Meyer,1991-06-29,,active,Corporate Operations,Operations-Processing,3,"Senior Manager, Corporate Operations",205500.0,0.94,Female,60+,South Asian,Full-time,False,False,E06917,direct,NovaCorp-Origin,WorkdayHR,62.0,420,False
E00885,Alison Perez,1991-07-06,,active,Retail Banking,Technology,2,"Manager, Retail Banking",130400.0,0.9,Female,60+,Anglo-Australian,Full-time,False,False,E00136,agency,NovaCorp-Origin,WorkdayHR,63.0,419,False
E00886,Rebecca Lowery,1991-07-07,,active,Risk & Compliance,Technology,2,"Manager, Risk & Compliance",116200.0,0.8,Female,60+,East Asian,Full-time,False,False,E12593,agency,NovaCorp-Origin,WorkdayHR,87.0,419,False
E00887,Cassandra Smith,1991-07-12,,active,Technology,Risk-Compliance,2,"Manager, Technology",126100.0,0.87,Female,60+,South Asian,Full-time,True,True,E10847,agency,NovaCorp-Origin,WorkdayHR,77.0,419,False
E00888,David Morrison,1991-07-13,,active,Technology,Client-Advisory,2,"Manager, Technology",132300.0,0.91,Male,50-54,Latin American,Full-time,False,True,E00183,graduate,NovaCorp-Origin,WorkdayHR,63.0,419,False
E00889,Rebecca Lin,1991-07-13,,active,Retail Banking,Risk-Compliance,3,"Senior Manager, Retail Banking",180600.0,0.9,Female,60+,Prefer not to say,Part-time,True,False,E02604,acquisition,NovaCorp-Origin,WorkdayHR,71.0,419,False
E00890,Emily Higgins,1991-07-13,,active,Corporate Operations,Risk-Compliance,2,"Manager, Corporate Operations",125600.0,0.87,Female,50-54,South Asian,Fixed-term,False,False,E06242,agency,NovaCorp-Origin,WorkdayHR,87.0,419,False
E00891,Justin Small,1991-07-14,2024-03-09,departed,Technology,Risk-Compliance,2,"Manager, Technology",141100.0,0.97,Male,60+,Anglo-Australian,Full-time,False,False,E14118,direct,NovaCorp-Origin,WorkdayHR,23.0,397,False
E00892,Shane Smith,1991-07-15,,active,Technology,Risk-Compliance,2,"Manager, Technology",129100.0,0.89,Male,50-54,Southeast Asian,Full-time,False,False,E06460,direct,NovaCorp-Origin,WorkdayHR,52.0,419,False
E00894,Heather Edwards,1991-07-16,,active,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",119600.0,0.82,Female,60+,Anglo-Australian,Full-time,False,False,E10094,acquisition,NovaCorp-Origin,WorkdayHR,80.0,419,False
E00895,Kathryn Ward,1991-07-18,,active,Retail Banking,Client-Advisory,2,"Manager, Retail Banking",126200.0,0.87,Female,60+,Anglo-Australian,Full-time,False,False,E00369,direct,NovaCorp-Origin,WorkdayHR,85.0,419,False
E00896,Maurice Blevins,1991-07-18,,active,Technology,Corporate-Support,2,"Manager, Technology",123000.0,0.85,Male,50-54,Anglo-Australian,Full-time,False,False,E08943,agency,NovaCorp-Origin,WorkdayHR,78.0,419,False
E00898,Theresa Allen,1991-07-26,,active,Retail Banking,Corporate-Support,2,"Manager, Retail Banking",115500.0,0.8,Female,50-54,Pacific Islander,Part-time,False,False,E10211,direct,NovaCorp-Origin,WorkdayHR,80.0,419,False
E00900,Heather Sparks,1991-08-01,,active,Insurance,Management,2,"Manager, Insurance",119300.0,0.82,Female,55-59,Maori/Aboriginal & Torres Strait Islander,Fixed-term,False,True,E02532,direct,NovaCorp-Origin,WorkdayHR,68.0,419,False
E00901,Haley Carter,1991-08-02,,active,Corporate Operations,Management,2,"Manager, Corporate Operations",118500.0,0.82,Female,60+,Anglo-Australian,Full-time,False,True,E10094,acquisition,NovaCorp-Origin,WorkdayHR,87.0,419,False
E00902,Luis Molina,1991-08-04,2024-08-28,departed,Technology,Corporate-Support,2,"Manager, Technology",132900.0,0.92,Male,60+,Maori/Aboriginal & Torres Strait Islander,Part-time,False,False,E05341,agency,NovaCorp-Origin,WorkdayHR,75.0,402,False
E00903,Jessica Glenn,1991-08-06,,active,Corporate Operations,Operations-Processing,2,"Manager, Corporate Operations",132700.0,0.92,Female,60+,Anglo-Australian,Full-time,False,False,E02619,direct,NovaCorp-Origin,WorkdayHR,29.0,418,False
E00904,Samantha Allen,1991-08-06,,active,Technology,Risk-Compliance,2,"Manager, Technology",126800.0,0.87,Female,60+,East Asian,Full-time,False,False,E02261,agency,NovaCorp-Origin,WorkdayHR,35.0,418,False
E00905,Lorraine Ward,1991-08-07,,active,Insurance,Operations-Processing,3,"Senior Manager, Insurance",173100.0,0.87,Female,55-59,Anglo-Australian,Full-time,False,False,E12785,referral,NovaCorp-Origin,WorkdayHR,20.0,418,False
E00906,Stanley Gallagher,1991-08-09,,active,Retail Banking,Technology,2,"Manager, Retail Banking",122300.0,0.84,Male,50-54,South Asian,Part-time,True,True,E13928,agency,NovaCorp-Origin,WorkdayHR,89.0,418,False
E00908,Erik Williams,1991-08-11,,active,Insurance,Corporate-Support,2,"Manager, Insurance",134000.0,0.92,Male,60+,Latin American,Full-time,False,False,E05469,agency,NovaCorp-Origin,WorkdayHR,43.0,418,False
E00909,Anthony Ross,1991-08-12,,active,Risk & Compliance,Corporate-Support,2,"Manager, Risk & Compliance",125500.0,0.87,Male,60+,Anglo-Australian,Full-time,False,False,E01391,agency,NovaCorp-Origin,WorkdayHR,41.0,418,False
E00910,Eric Frazier,1991-08-13,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",130500.0,0.9,Male,60+,East Asian,Full-time,False,False,E11404,agency,NovaCorp-Origin,WorkdayHR,48.0,418,False
E00911,Brandi Hardy,1991-08-15,,active,Risk & Compliance,Risk-Compliance,2,"Manager, Risk & Compliance",133900.0,0.92,Female,55-59,South Asian,Part-time,True,False,E01001,referral,NovaCorp-Origin,WorkdayHR,24.0,418,False
E00912,Amber Mcmillan,1991-08-15,,active,Retail Banking,Technology,2,"Manager, Retail Banking",122900.0,0.85,Female,60+,Anglo-Australian,Full-time,False,False,E00889,graduate,NovaCorp-Origin,WorkdayHR,49.0,418,False
E00914,Jennifer Cole,1991-08-21,,active,Insurance,Client-Advisory,5,Managing Director,594000.0,0.9,Female,60+,Anglo-Australian,Full-time,False,True,E05512,agency,NovaCorp-Origin,WorkdayHR,31.0,418,False
E00915,Gregory Peck,1991-08-23,2025-09-22,departed,Retail Banking,Management,2,"Manager, Retail Banking",125700.0,0.87,Male,50-54,Pacific Islander,Part-time,False,False,E04908,acquisition,NovaCorp-Origin,WorkdayHR,66.0,414,False
E00916,Dawn Adkins,1991-08-24,,active,Retail Banking,Corporate-Support,2,"Manager, Retail Banking",131500.0,0.91,Female,60+,Anglo-Australian,Full-time,False,False,E13190,graduate,NovaCorp-Origin,WorkdayHR,70.0,418,False
E00917,Veronica Hardy,1991-08-27,,active,Insurance,Risk-Compliance,2,"Manager, Insurance",143900.0,0.99,Female,60+,Anglo-Australian,Full-time,False,False,E00914,agency,NovaCorp-Origin,WorkdayHR,39.0,418,True
E00918,Alejandra Rowland,1991-08-28,,active,Technology,Risk-Compliance,2,"Manager, Technology",119300.0,0.82,Female,55-59,Anglo-Australian,Full-time,False,False,E00698,agency,NovaCorp-Origin,WorkdayHR,66.0,418,False
E00919,Amanda Brown,1991-08-30,,active,Wealth Management,Management,3,"Senior Manager, Wealth Management",172500.0,0.87,Female,55-59,European (non-Anglo),Casual,False,False,E13366,agency,NovaCorp-Origin,WorkdayHR,76.0,418,False
E00920,Sarah Newman,1991-09-01,,active,Wealth Management,Client-Advisory,2,"Manager, Wealth Management",124500.0,0.86,Female,60+,Middle Eastern,Full-time,True,True,E11038,graduate,NovaCorp-Origin,WorkdayHR,88.0,418,False
E00921,Mark Santos,1991-09-03,,active,Retail Banking,Risk-Compliance,3,"Senior Manager, Retail Banking",176400.0,0.88,Male,55-59,Anglo-Australian,Casual,False,False,E11758,agency,NovaCorp-Origin,WorkdayHR,85.0,417,False
E00922,Mr. Michael Guerra,1991-09-05,,active,Technology,Technology,3,"Senior Manager, Technology",190400.0,0.95,Male,50-54,East Asian,Full-time,True,False,E06272,direct,NovaCorp-Origin,WorkdayHR,58.0,417,False
E00923,Paul Curtis,1991-09-07,2025-04-14,departed,Technology,Technology,2,"Manager, Technology",140200.0,0.97,Male,55-59,Anglo-Australian,Full-time,False,True,E07425,acquisition,NovaCorp-Origin,WorkdayHR,19.0,409,False
E00925,Megan Stokes,1991-09-08,,active,Corporate Operations,Client-Advisory,2,"Manager, Corporate Operations",118600.0,0.82,Prefer not to say,55-59,Middle Eastern,Full-time,False,False,E06681,direct,NovaCorp-Origin,WorkdayHR,22.0,417,False
